id,autahunor,guid,description,Text Cleaning,Sentiment
1210,@maigame4136,Ugxv4Hbok_9r82hm1Eh4AaABAg,"Jawabannya simpel tapi oligarki takut sama ide ini, mereka takut masyarakat pintar mereka takut kalau masyarakat pintar gak bisa lagi korupsi Formula negara maju itu simpel,cuman 2 aja pendidikan dan demokrasi sangat simpel bukan ? Kenapa sih harus omnimbus law jawabannya? Negara kita ini negara kaya,karet ada,sawit ada,nikel ada,batubara ada,minyak ada,air melimpah,ikan melimpah dan masih banyak lagi kekayaan alam kita yg gak bisa gue sebutin satu satu,ini bukan masalah kekayaan,ini hanya masalah pendidikan dan demokrasi itu saja gak ada yg lain,kenapa rezim ini ketakutan mereka gak bisa korupsi? Padahal kalau negara ini kaya,kalian juga kan akan lebih gendut walaupun tanpa korupsi,bayangkan saja kalau penghasilan rakyat pertahunnya 500 juta,apakah masyarakat akan protes di pajakin setiap orang 50 juta ?tidak bukan, masyarakat akan ikhlas kalau pendapatan mereka juga tinggi,kalau pendapatan masyarakat aja sudah sedikit gimana mereka ikhlas bayar pajak",Jawabannya simpel oligarki takut ide takut masyarakat pintar takut masyarakat pintar gak korupsi formula negara maju simpelcuman aja pendidikan demokrasi simpel sih omnimbus law jawabannya negara negara kayakaret adasawit adanikel adabatubara adaminyak adaair melimpahikan melimpah kekayaan alam yg gak gue sebutin satuini kekayaanini pendidikan demokrasi gak yg lainkenapa rezim ketakutan gak korupsi negara kayakalian gendut korupsibayangkan penghasilan rakyat pertahunnya jutaapakah masyarakat protes pajakin orang juta masyarakat ikhlas pendapatan tinggikalau pendapatan masyarakat aja gimana ikhlas bayar pajak,positif
1211,@bimasakti4898,UgwnyZ_XE9EXW_Ikd294AaABAg,vox nya indonesia,Vox nya indonesia,positif
1212,@Fadli_Darmawan,Ugwo_ZLQY_CC4TqEfGJ4AaABAg,"Wih, tumben bahas politik lagi",Wih tumben bahas politik,positif
1213,@CARLOSTHOMAS2651,UgyYdHtpivhWcGjhaXJ4AaABAg,Edukasi yang menarik aku suka ini,Edukasi menarik suka,positif
1214,@agfiatni,UgziDPwDcueFIQYevgF4AaABAg,"Mari kita abadikan di komenðŸ‘ŒðŸ’› ""*Itu penyebabnya, karena aliran dana investor ini nguntungin mereka yang ada di pihak atas dan merugikan pihak bawah*""",Mari abadikan komen penyebabnya aliran dana investor nguntungin merugikan,positif
1215,@odinggiovanitahta7950,UgxxCD8cDTcqSf2N2yB4AaABAg,"Aku nyesel baru nonton sekarang, kenapa ga nonton dari kemarain kemarin .kalo gini kan jadi bisa tidur nyenyak :)",Nyesel nonton ga nonton kemarain kemarin kalo gini tidur nyenyak,positif
1216,@yayantv7887,Ugyi1yxVyapm7Q0ghnN4AaABAg,Tolong Tag Puan Maharani?,Tolong tag puan maharani,positif
1217,@dessyhadiwahyuni6419,UgzIi6hIm6bYBCQfIZJ4AaABAg,"Jadi lebih paham tentang isu ini, terima kasih ""kok bisa""ðŸ˜",Paham isu terima kasih,positif
1218,@noorchalim8441,UgysdoKlU2TAPhoFaTh4AaABAg,"Damn, keren bgt!",Damn keren bgt,positif
1219,@reihan7409,Ugxi7WLTneXuu-ekY854AaABAg,"Haduh, kapan dapet pemimpin yang bener ðŸ˜”ðŸ˜”",Haduh dapet pemimpin bener,positif
1220,@harrysetiawan7410,UgyjTjEGyelnLusP0Vt4AaABAg,Hidup Pendidikan ... ! Berantas Korupsi ... Cabut Omnibus law ...,Hidup pendidikan berantas korupsi cabut omnibus law,negatif
1221,@aripan9133,Ugymnu6fA6NW0MEbaFl4AaABAg,Dukung terus channel kok bisa,Dukung channel,positif
1222,@davepajaroja2255,Ugw_HRtWjXCmscObXFZ4AaABAg,Emang udah ga wajar dr awal klw tujuannya buat nambah investor.. Soalah2 itu aj satu2ny jalan buat majuin ni negara..aneh,Emang udah ga wajar dr klw tujuannya nambah investor soalah aj satuny jalan majuin ni negaraaneh,negatif
1223,@babadtanahmanusia7257,UgwoxxNzkvgXGCkV48h4AaABAg,Pendidikan pendidikan dan pendidikan,Pendidikan pendidikan pendidikan,positif
1224,@davepajaroja2255,UgxqWPuNBmHur48afkd4AaABAg,Njirr gw kenal tuh segel,Njirr gw kenal tuh segel,netral
1225,@andriyana9869,Ugzyn8eA7y6Juc2ULG94AaABAg,Thankyou for your information!,Thankyou for your information,positif
1226,@dewimaryam2476,UgzGQPTtZXFpsPWUazx4AaABAg,"Keren ðŸ¤©, referensi infonya banyak ðŸ‘",Keren referensi infonya,positif
1227,@_mangumang,UgwLDF3HFyEz30b6rnB4AaABAg,"Min saya mau nanya, Apakah Nabi Adam punya pusar? Karena kan pusar itu fungsinya untuk menyalurkan nutrisi dari ibu ke bayi yang ada dalam rahim, sedangkan Nabi Adam gak punya bapak dan gak punya ibu. Jadi, apakah Nabi Adam punya pusar?",Min nanya nabi adam pusar pusar fungsinya menyalurkan nutrisi bayi rahim nabi adam gak gak nabi adam pusar,netral
1228,@rexaaa4720,Ugy6lus3jL3B16CCBrd4AaABAg,5:30 Njirr #71 TooSoon tuh -42 wkwkwk,Njirr toosoon tuh wkwkwk,netral
1229,@taufiqfahrulfathurrahim5622,Ugyu8cFZ69LCV-h6Acl4AaABAg,ðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥º,,netral
1230,@fathuroyanaulia,Ugy1r3E-zS8HJXvRWnh4AaABAg,OMNIMBUS LAW!,Omnimbus law,positif
1231,@unknown-jp1il,UgzNPq7Ox4ZXa3pBCgF4AaABAg,"Min request dong, bagaimana dampak Omnibus Law terhadap karyawan swasta secara eksplisit, saya mau tau min hehee soalnya sy karyawan swasta juga di salah satu PT yg ada di indonesia",Min request dampak omnibus law karyawan swasta eksplisit tau min hehee sy karyawan swasta salah pt yg indonesia,netral
1232,@galihsaesarwicaksono3000,Ugw9tnbSrdKO5sVRtEl4AaABAg,Merinding nontonnya,Merinding nontonnya,positif
1233,@merkelwijayandanu7761,UgzMyLesLbAuw01WmiR4AaABAg,Gatau kenapa gw jadi semangat belajar...,Gatau gw semangat belajar,positif
1234,@nokychanel2364,UgyHEhkqXlVIprC1QOZ4AaABAg,Oo jadi begitu akhir nya bisa tidur nyenyak ðŸ˜´ðŸ˜´ðŸ˜´,Oo nya tidur nyenyak,positif
1235,@renditanabela2993,Ugy1RUqzpBhpaoF8wi14AaABAg,Nice bangggg,Nice bangggg,positif
1236,@ahmadkurniawan689,UgzsrEaNh6uMz-JUhZx4AaABAg,"ini dari kacamata netral, asli mewakili banget apa yang jadi bahan aspirasi gua,",Kacamata netral asli mewakili banget bahan aspirasi gua,positif
1237,@riskirahmapra9921,Ugx9KpHVlp87tO-pLj54AaABAg,"Min mintak tolong buat video kelemahan dan kelebihan dibuatnya proyek jurassic park dipulau komodo terutama untuk masyrkat, habitat komodo dan lingkungan.",Min mintak tolong video kelemahan kelebihan proyek jurassic park dipulau komodo masyrkat habitat komodo lingkungan,netral
1238,@shenilatifah9533,UgxJ1PNM2uRLsxHJhxd4AaABAg,Yang bikin Indonesia gak maju bukan kurangnya investor tp karena korupsi. Catet,Bikin indonesia gak maju kurangnya investor tp korupsi catet,positif
1239,@TravellerTakutGosong,UgzA9W2No2N61zmWyWp4AaABAg,Penjelasannya cerdas ðŸ‘ðŸ»ðŸ‘ðŸ» Ini channel yg wajib dimasukkan ke kurikulum anak sekolah SD - SMA ðŸ˜,Penjelasannya cerdas channel yg wajib dimasukkan kurikulum anak sekolah sd sma,positif
1240,@khansairliana14,UgwBWa0bnrRJNd1Syd94AaABAg,"Kata ayah aku yhh kalo kaya gini mahh otak kita harus yg bekerja kenapa?, karena kalo udh kaya gini susah jadi otak kita harus bekerja karena kalo kita pinter kita bisa buka usaha sendiri trus kalo udh besarkan kita dapet uang, jadi ambil sisi positif aja ayah aku juga walaupun udh 47 umurnya masih belajar buat menghasilkan uang, negara Indonesia itu negara importir karena barangÂ² itu import sekarang kalo sekarang Indonesia bisa maju bagus ituuu...",Ayah yhh kalo kaya gini mahh otak yg kalo udh kaya gini susah otak kalo pinter buka usaha trus kalo udh besarkan dapet uang ambil sisi positif aja ayah udh umurnya belajar menghasilkan uang negara indonesia negara importir barangÂ² import kalo indonesia maju bagus ituuu,positif
1241,@yasminkamilah,UgzbyNCYQiDBCrfh9uF4AaABAg,Mengandung hal yang tidak ditemukan masyarakat dalam berita,Mengandung ditemukan masyarakat berita,positif
1242,@Wufflezz2,Ugy2e17xgRaElwvNSXZ4AaABAg,"Pendidikan Indonesia itu masih bentuk Tradisional. Di dikte, terus dikasih soal. Dan begitu terus. AnakÂ² jadi kurang kreativ, kurang pede, dan mereka tidak mengerti fungsi dari apa yang mereka pelajari. Kalo menurut aku seharusnya pendidikan Indonesia itu diubah ke Modern, yang dimana anakÂ² disuruh memahami suatu pelajaran, dan mereka disuruh mempresentasikan apa yang mereka pahami. Dengan begini, tingkat kepahaman dan kekreativitas anak meningkat.",Pendidikan indonesia bentuk tradisional dikte dikasih anakÂ² kreativ pede mengerti fungsi pelajari kalo pendidikan indonesia diubah modern dimana anakÂ² disuruh memahami pelajaran disuruh mempresentasikan pahami tingkat kepahaman kekreativitas anak meningkat,positif
1243,@laskarsyuhada8068,UgzN5DI52kabwfrQFQt4AaABAg,tutor animasinya...,Tutor animasinya,netral
1244,@wasintonsilalahi425,Ugx8FwK2Xh4D6sMbs_V4AaABAg,bahas redenominasi rupiah dong katanya nol di rupuah bakal dipangkas,Bahas redenominasi rupiah nol rupuah dipangkas,netral
1245,@faturrahman1812,Ugxv-VLPltUWqcbX0eR4AaABAg,Jadi malu ngeliat tingkat pendidikan indonesia :(,Malu ngeliat tingkat pendidikan indonesia,negatif
1246,@xabiabiz1403,UgzOwZWuRLSHHQOQzDZ4AaABAg,KOK BISA FOR PRESIDEN,For presiden,netral
1247,@ahmedramadhannur8158,UgxiVKtrSUsh9PubHkV4AaABAg,this is the greatest explanation that i\'ve ever heard ðŸ‘ðŸ‘,This is the greatest explanation that ive ever heard,positif
1248,@fandihaekal,UgxeqN97t1lZAj68W7l4AaABAg,Mantap.. ðŸ‘,Mantap,positif
1249,@monsterboom9572,UgzjVxJBnMeUR2ax1UV4AaABAg,"Kobi: Apa tujuan omnibus law Ciptaker sebenarnya? Me: Jawabnya ada di ujung langit, kita kesana dengan seorang anak! Anak yang tangkas juga pemberanii..",Kobi tujuan omnibus law ciptaker me ujung langit kesana anak anak tangkas pemberanii,positif
1250,@faridnurjamil8095,UgxCZOR6xW6_wocQn8B4AaABAg,"""nguntungin mereka yg ada diatas dan merugikan yg dibawah"" emak emak dengan gaya rambut dan background merah?",Nguntungin yg diatas merugikan yg dibawah emak emak gaya rambut background merah,negatif
1251,@abuihsan9925,UgxH5ZYGBOtIkesY5bt4AaABAg,Sebagian besar negara maju adalah negara yg dulu pernah menjajah negara lain. Dan sebagian besar negara yg sulit maju adalah negara yg dulu pernah dijajah.,Negara maju negara yg menjajah negara negara yg sulit maju negara yg dijajah,positif
1252,@britantyowicaksono8409,UgzD-xleFzrFYouFczl4AaABAg,"pemerintah dan dpr tau pasti omnibuslaw ditolak rakyat, makanya biar kata uu-nya sampe sekarang gak jelas tetap dipaksakan konsepnya tanpa detail yang jelas...tapi menurut saya sengaja dibuat tidak jelas karena kalau jelas, rakyat akan bersuara lebih keras karena kaum buruh pendapatannya banyak yang tersunat. jadi maunya pemerintah dan dpr itu...korupsi dipermudah (liat tuh uu kpk), pendapatan rakyat diperkecil tapi dapet semua, tambang dan hutan di bisnisin ke pma dan amdal kalo bisa ditrabas...plus TKA gampang masuk, kalo masalah TKA mungkin karena indonesia kena ""china debt trap"", tapi gak mau ngaku...",Pemerintah dpr tau omnibuslaw ditolak rakyat biar uunya sampe gak dipaksakan konsepnya detail jelastapi sengaja rakyat bersuara kera kaum buruh pendapatannya tersunat maunya pemerintah dpr itukorupsi dipermudah liat tuh uu kpk pendapatan rakyat diperkecil dapet tambang hutan bisnisin pma amdal kalo ditrabasplus tka gampang masuk kalo tka indonesia kena china debt trap gak ngaku,positif
1253,@triagus4101,UgwtrsMG3FK3pyi12fp4AaABAg,Nice banget gan,Nice banget gan,positif
1254,@awwpaakk5834,Ugx7FbImh3wXs-iTYOF4AaABAg,"Plis kalian para pelajar mahasiswa atau siapapun, selagi masih bisa sekolah nuntut ilmu, pelajari bener2 karena kesempatan tuh ga datang 2x, Jagan sampe kalian jadi pejabat2 ga amanah, jangan sampe kalian jadi orang2 yang serakah, ayok sama2 perbaiki bangsa ini semuanya cuman bermula dari kesadaran masing2, dari diri sendiri. Inget setiap manusia adalah guru, setiap tempat adalah sekolah FIGHTING ðŸ”¥ðŸ”¥",Plis pelajar mahasiswa selagi sekolah nuntut ilmu pelajari bener kesempatan tuh ga x jagan sampe pejabat ga amanah sampe orang serakah ayok perbaiki bangsa cuman kesadaran inget manusia guru sekolah fighting,positif
1255,@nykoteguh70,UgymfA2C79PEpJWoIop4AaABAg,pulo komodo udah di acak acak,Pulo komodo udah acak acak,netral
1256,@ahmadmustofa9250,UgymfA2C79PEpJWoIop4AaABAg.9FHX6soBznz9GM0Y5dc2IM,"""Revisi omnibus law bukan tolak omnibus law """,Revisi omnibus law tolak omnibus law,positif
1257,@dimassyahrizaadiwira5520,UgzYuiCTvA0TXK2bh694AaABAg,Yoi,Yoi,positif
1258,@imadebudisatya2152,Ugw8gx6eVcO0AzvHmmd4AaABAg,0:20 Lifeinvader GTA V,Lifeinvader gta v,netral
1259,@roniaditia3755,UgyArzd9xk271XmQAHB4AaABAg,"Mau ngingetin aja, terkadang action tidak sesuai dengan tujuan.",Ngingetin aja terkadang action sesuai tujuan,positif
1260,@raphaelfriendylianto3132,UgzL9uXwjOjJE8bZ5f14AaABAg,"Orang biasa : Pendapatan terus naik , gua makin kaya yeayyy Nilai rill : hmmmm, coba hitung dulu.....",Orang pendapatan gua kaya yeayyy nilai rill hmmmm coba hitung,positif
1261,@adrianjuansyah9204,UgxoBay34RCqU9ExalV4AaABAg,Anjg merinding cok gua nonton nya,Anjg merinding cok gua nonton nya,positif
1262,@ambound3325,UgxXlj61QxuYjNH0Dil4AaABAg,UNTUNGIN yang DI ATAS MERUGIKAN yang DI BAWAH,Untungin merugikan,negatif
1263,@renvedroclouis6897,UgwiawuwGVY7kxtnxQx4AaABAg,Titik kunci permasalahan yg sebenernya 4:35,Titik kunci permasalahan yg sebenernya,positif
1264,@rudi1526,Ugxg5vLon4670_uRpKR4AaABAg,"Bukannya Indonesia udah jadi negara maju yak, kok msh disebut berkembang.",Indonesia udah negara maju yak msh berkembang,positif
1265,@tapibara144,Ugwvloz6eHpfRH270dF4AaABAg,gue jd ngeri ajg,Gue jd ngeri ajg,negatif
1266,@liankok5422,Ugz0-H1fbCaoKSfay1J4AaABAg,SAVE PULAU KOMODO,Save pulau komodo,netral
1267,@nekoorbit8963,UgxWxoG6tA1cbUkDsgp4AaABAg,Yg dislike DPR,Yg dislike dpr,negatif
1268,@atitomuhammad,Ugza7oxUj42TQoj9xup4AaABAg,masalah yang ada di pulau komodo min,Pulau komodo min,netral
1269,@ilmyyyst2115,UgxUU5wpt7y55TQPPBV4AaABAg,"Yang jadi banyaknya demo juga berita hoax yang cepet banget beredar, masyarakat yang langsung telan mentah2 berita tsb jadi makin nyalahin pemerintah. Mau gimanapun mau di sahkan ataupun ngga masyarakat menengah kebawah maunya cuma kesejahteraan. Yuk kita sebagai agen of change jangan mau dibodohi sama berita hoax. Crosscheck dulu baru menyimpulkan Btw nice video jadi paham dari video kok bisaâ™¡",Banyaknya demo berita hoax cepet banget beredar masyarakat langsung telan mentah berita tsb nyalahin pemerintah gimanapun sahkan ngga masyarakat menengah kebawah maunya kesejahteraan yuk agen of change dibodohi berita hoax crosscheck menyimpulkan btw nice video paham video,positif
1270,@DERMOIIN,Ugz4O_raf4ahp1YDvuF4AaABAg,Payah dah 10 tahun lagi bakal banyak Orang nyari kerja,Payah dah orang nyari kerja,negatif
1271,@wildansyah12falcao57,Ugwuz8Xc30V9nyJJSPx4AaABAg,"Alhamdulillah kirain kena aliran dana juga, mau bikin video tentang omnibuslaw. Ternyata masih pro kpd demokrasi",Alhamdulillah kirain kena aliran dana bikin video omnibuslaw pro kpd demokrasi,negatif
1272,@ppti68dextervaleriank.47,Ugw4FLnTlHEOfcfjxAp4AaABAg,"Aku gak pernah komentar soal ini, soalnya gak begitu paham permasalahannya.. Dan bukan seorang ahli, hanya orang awam. Makanya aku gak ikutan ngehate, ttp di pihak netral",Gak komentar gak paham permasalahannya ahli orang awam gak ikutan ngehate ttp netral,positif
1273,@putraadyatma7423,UgydK5wDd72R5BTBMBd4AaABAg,jujur saya kurang paham tujuannya syarat lulus pendidikan yg ngewajibin mempelajari semua mapel apa si??,Jujur paham tujuannya syarat lulu pendidikan yg ngewajibin mempelajari mapel si,positif
1274,@Tumbuh134,UgxQtWhCXa0RJlvUHc14AaABAg,penonton kevichocs juga menonton channel ini,Penonton kevichocs menonton channel,negatif
1275,@immanuelkris6380,UgxqvwPXDcVE9B4qS4p4AaABAg,"Sepi? Ya jelas ini kan edukasi , orang 62 mana mau konten ginian cuman big support lah buat channel kok bisa ðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ª",Sepi ya edukasi orang konten ginian cuman big support channel,positif
1276,@donislamets,UgxQXkUY-rZUJu7xGrN4AaABAg,yang dislike pasti pendemo wkwkwk,Dislike pendemo wkwkwk,positif
1277,@wawancadel3198,UgwYhVB0qsplOnegatifOmh4AaABAg,Terus kasi informasi kak,Kasi informasi kak,positif
1278,@swarnadwipa9816,UgyV9GeDzrdSy7wheNh4AaABAg,"Sistem pendidikan Indonesia feodal, belum lagi kadang dana bos ilang entah kemana:v",Sistem pendidikan indonesia feodal kadang dana bos ilang kemanav,netral
1279,@sonyandara1775,Ugwwqgvrlw0LxtHvQEl4AaABAg,UU cipta kerja solusi,Uu cipta kerja solusi,positif
1280,@swarnadwipa9816,UgzyKkaAvAH5Lrfyfzd4AaABAg,Bjir disegel wkwkkwkw,Bjir disegel wkwkkwkw,netral
1281,@glam.mystore5587,Ugz3G8uxOAxr4vGrHqB4AaABAg,"Ini nih yg ku tunggu2, krna bukan anak hukum dn politik, dn gak ngerti cara kerja pmerintah.. Butuh penjelasan yg singkat pdat dan trpercaya, Soalny aku bneran gak thu hrus mndukung atau gmna krna isi dri omnibus aja gk thu... Apakah isu2 itu hoax?? Atau sbnarny.. Krna kyaknya ada byak para adu domba yg bkerja saat ini.. Thanks infonya Kok Bisa..",Nih yg ku tunggu krna anak hukum dn politik dn gak ngerti kerja pmerintah butuh penjelasan yg singkat pdat trpercaya soalny bneran gak thu hrus mndukung gmna krna isi dri omnibus aja gk thu isu hoax sbnarny krna kyaknya byak adu domba yg bkerja thanks infonya,positif
1282,@eunhaeonnie1767,UgwT9eBtAtChPllEMg94AaABAg,Eh btw omnibus law jadi di bikin???,Eh btw omnibus law bikin,positif
1283,@imanmandala7410,UgwB4RsPPnrJWzUK0XF4AaABAg,"Merinding. Edukatif dan menghibur. Tetap kritis dan independen, Kok Bisa!",Merinding edukatif menghibur kriti independen,positif
1284,@ardi.wibowo,UgyRhtzd6DLAk7gaqLB4AaABAg,"Yang bingung kan namanya aja UU Cipta Kerja, ya? Lalu pengangguran sama mahasiswa ngapain ikut demo penolakan? Asli ga ngerti :/",Bingung namanya aja uu cipta kerja ya pengangguran mahasiswa ngapain demo penolakan asli ga ngerti,positif
1285,@putriamelias17,UgyOlDMiRr9yyO2PPLh4AaABAg,"Gmn mau nerima toh UU cipta kerja gajelas, msih direvisi2 gtu udh disahin. Apalgi korupsi di Indonesia masih rawan dan pemerintah dlm membuat uu itupun tidak transparan.",Gmn nerima uu cipta kerja gajelas msih direvisi gtu udh disahin apalgi korupsi indonesia rawan pemerintah dlm uu itupun transparan,negatif
1286,@hidupsepertiyuihirasawa3004,UgwejEn24fbRts4sSJR4AaABAg,"UU cipta kerja ini baik dan bagus hanya saja bagaimana cara masyarakat muda nya mau keluar dari zona nyaman yang sebentar lagi bakal meledak, ke zona yang baru untuk bersaing UU cipta kerja memang terlihat merepotkan tapi ini bisa membantu dan memaksa kita dari mental buruh yang masih banyak bercak penjajah, menjadi mental pengusaha di setiap pelosok baru.",Uu cipta kerja bagus masyarakat muda nya zona nyaman sebentar meledak zona bersaing uu cipta kerja merepotkan membantu memaksa mental buruh bercak penjajah mental pengusaha pelosok,positif
1287,@nanosugi3113,UgzC5jh-EF3aTOM8dmt4AaABAg,Lagi nonton co kok bisa di trans tv,Nonton co trans tv,netral
1288,@ahmadaulia8862,Ugx2F8c4RoAk2bU06sR4AaABAg,"Bangsa ini tidak kekurangan orang pintar Tapi kekurangan orang jujur ""Kasino Warkop""",Bangsa kekurangan orang pintar kekurangan orang jujur kasino warkop,positif
1289,@DiamondGirl52222,Ugy8oHdJxv-AyMcFVbV4AaABAg,Tapi makanan indo tetep nomor 1 ðŸ˜Œ,Makanan indo tetep nomor,netral
1290,@ronaajaable,UgzNQKFjniqr67QIhWB4AaABAg,Solusi paling ampuh dan 100% berhasil Tarik omnibus law,Solusi ampuh berhasil tarik omnibus law,negatif
1291,@fransiscus3412,UgyQpF8ZoO19s5t9bvF4AaABAg,"Underlined : pr nya adalah pendidikan. Gimana pendidikan mau maju. Guru aja ""gak"" begitu di perhatikan. Pengalaman aja gw pernah jadi guru 5 bulan ðŸ™ akhirnya gw milih jadi buruh di perusahaan swasta.",Underlined pr nya pendidikan gimana pendidikan maju guru aja gak perhatikan pengalaman aja gw guru gw milih buruh perusahaan swasta,positif
1292,@aseppermana3659,UgwC5CzhqFNg_6-GKWN4AaABAg,"Keren konten yg ini, suka banget",Keren konten yg suka banget,positif
1293,@creativetogether_,UgyeeH7JdawRNY81T-F4AaABAg,I love it..,I love it,positif
1294,@satriob6940,Ugyspj_e3pHlwFCOW6h4AaABAg,"Ekonomi itu kedua pendidikan masyarakat dan kesejahteraan rakyat no 1 tanpa pendidikan yang maju ekonomi tidak akan berkembang, dengan pendidikan maju ekonomi dengan sendirinya berkembang",Ekonomi pendidikan masyarakat kesejahteraan rakyat no pendidikan maju ekonomi berkembang pendidikan maju ekonomi berkembang,positif
1295,@Liu_family,UgwTdy6VlTDgo5aYs0t4AaABAg,ðŸ‘,,netral
1296,@aufaamuhammad6246,UgzUzT9SwBQshsnunUx4AaABAg,Dpr harus liat,Dpr liat,positif
1297,@blackid4336,UgzC3-KEFhgA-_dRTih4AaABAg,Keren ni..,Keren ni,
1298,@yoasjulianabisay9100,Ugxh4oLt0_NxlNBR6uJ4AaABAg,Chanell ini paling bermanfaat sekali salah satu chanell yang membantu kita terimakasihðŸ™,Chanell bermanfaat salah chanell membantu terimakasih,positif
1299,@siskariningsihp.u6246,Ugxk6kb0OIY0G1CQAJt4AaABAg,Kok tersentuh ya dengerinnya. Merasa sedih kalo diliat-liat. Gak maju2 klo pendidikan indo msh blm ada perubahan,Tersentuh ya dengerinnya sedih kalo diliatliat gak maju klo pendidikan indo msh blm perubahan,positif
1300,@tiaradwipurnamayora5453,UgxPwboAg43y7EA5QNZ4AaABAg,SETUJU BANGET DONG,Setuju banget,positif
1301,@ivan4809,UgxPwboAg43y7EA5QNZ4AaABAg.9FG444ijWW59Fhg0_UvXyn,Min mau nanya: Kenapa hewan sekali beranak banyak sedangkan manusia sekali beranak cuma 1 yang kembar jarang? Kenapa bisa gitu?,Min nanya hewan beranak manusia beranak kembar jarang gitu,netral
1302,@lmfao1995,UgxPwboAg43y7EA5QNZ4AaABAg.9FG444ijWW59G99YqdhcLY,"Krn tiap makhluk punya struktur dan kemampuan organ yg beda"" banyak juga hewan yg sekali beranak itu biasa nya cuma 1 contoh nya sapi... Jadi GK semua hewan sekali beranak banyak",Krn makhluk struktur kemampuan organ yg beda hewan yg beranak nya contoh nya sapi gk hewan beranak,netral
